Order,Text
41,人口を調べたところ、自然…その、出生率が死亡率を上回っているらしいんですよ、イギリスは。
42,なので…
43,ごめんなさい、どっちがどっちでしたっけ。
44,出生率が死亡率を上回ってるから自然に増えていくんですよ。働く…その、移民がいなくても。
45,ということもあって、特に移民による働き手が減るっていうのは考えなくていいのかな、と。
46,まあたしかにでも、生産人口、19～45歳の割合は減っていくかもしれないんですけど、
47,ただその、イギリスに移民が減るだけであって、移民お断りってわけではないんで、
48,少なからずちょっとは移民も入ってくるということもあるんで、まぁそこまで働き手が減ることは
49,日本と比べて考えなくていいのかなと、イギリスだったら。っていうことですかね。僕の意見としては。
50,その、そもそもEUっていうのを解散させた方がいいんじゃない？っていう…
51,あ、そうですね、はい。
52,逆にその…EUとして固まった方がいい利点としては、たぶんヨーロッパ全体が富めるみたいな感じですよね。
53,それはよろしくないってことですか？
54,そうですね。
55,ちょっとまぁすごい夢物語というか、イギリスだけ…その、どこの視点から考えようかなと思ってて。
56,僕は、今回この意見を考えたのは日本目線と言うか、第三者目線で考えたんでこういう意見だったんですけど
57,たしかにイギリス目線で考えたり、EUに属してる国目線で考えたら、ちょっと全部離脱っていうのは
58,ちょっと夢物語になっちゃうんですけど、今回はちょっと第三者目線で考えました。
59,例えばギリシャとかはすごい財政が厳しいって…
60,そうなんですよ。
61,そこが抜けたらたぶん自動的に消滅するじゃないですか。
62,うーん。
63,たしかにそうあるべきと言えばあるべき姿ではある…。
64,国が財政破綻したらどうなるんですかね？
65,財政破綻したら…どうなるんですかね。
66,それが分からなくて。
67,もうあれじゃないですか、ジンバブエドルみたいな感じで、ハイパーインフレみたいな。
68,でもまだ…ジンバブエ今どうなってますっけ。
69,たぶん外貨導入してなんとなく頑張ってるんじゃないですか。
70,あー。
71,そうですね、ギリシャはたしかにEUがあるから何とか生き残ってるって感じですけど、
72,でもなんか、すごい冷酷な意見ですけどなんかそれはしょうがないんじゃないっていうか、
73,なんか、それだったらもうスパっとどっかの国に貰ってもらうとかいう方が
74,延命というよりかは、もうスパっといった方がいいんじゃないかなと思うんですけどね、僕的には。
75,何かあれですよね、EUで固まることによって富めるものがより富む、みたいな感じで
76,どんどん格差が広がっていきそうだなっていうのは
77,たしかに僕も思いました。たしかにそれもありますね。で、僕が調べた内容としては
78,なんでそこまでブレグジットがコントラバーシャルな話題になってしまっているのかっていうのを調べたんですよ。
79,うん。
80,うん。
81,で、やっぱり出てきたのが北アイルランド問題っていうのがあって。
82,あー、出たね。
83,簡単に言うと、アイルランドがあるじゃないですか、その北の部分は英国領らしいんですよ。イギリスが統治してるらしくて。
84,もともとイギリスってプロテスタントが多くて、北アイルランドの部分はプロテスタントが多め。
85,で、普通のアイルランドはカトリックが多めっていうのですごく揉めていたらしいんですけど
86,今の段階…今の状況としてはEU入ってる状況であれば
87,アイルランドもイギリスもEUに入っているので全然入国審査とかなしでも国境を越えて行けるっていうので
88,今はその…北アイルランド・アイルランド問題っていうのは割と弱かったんですけど、
89,もし国境とか目に見える形で分断されていくと、もっとその問題が
90,複雑になってしまうんじゃないかっていう意見が多かったらしいです。
91,で、最初の段階でメイ首相はEUとの合意案・協定案を考えたらしいんですけど
92,その案ではブレグジットするよりも、まず北アイルランドの問題を最優先に考えるっていう方向だったらしいんですよ。
93,だから、ブレグジットをすれば自動的に国境は線引き…目に見える形で線引かれて、また紛争が勃発してしまうっていう。
94,一方で、ブレグジットしなかったら、たしかに民意がちょっと反映されないけど
95,そこの紛争問題は安定的な状況を迎えるかなっていうのでトレードオフの関係になってしまっている、という状況らしいです。
96,で、もう一つ加えて僕は経済的な面をもうちょっと調べてみたんですよ。
97,で、もともとEUにいた時は、EU内で関税がないっていう状況だから、かなりEUの中の貿易って意味では有利なんですけど
98,これ難しくてですね。離脱賛成派の意見としては、たとえ抜けたとしても
99,新たにEUとイギリスとで自由貿易協定とかを組んで、ほぼ関税めちゃくちゃ低い状況にすればいいんじゃないか
100,っていう意見とかが出ていたんですが確かにそれが出来れば全然デメリットないですよね。
101,確かに。
102,イギリスとしては経済的面も全然デメリットなく行けるんですけど、
103,例えばイギリスの身になってみると、別にEUだけと自由貿易協定しなくてよくないですか。
104,アメリカとでもしたいし。
105,うん。
106,なんならアメリカの方が安くて質の良いものが買えるから、そこと自由協定やったとして、
107,まずアメリカからイギリスにほぼフリーで入るじゃないですか。で、その商品がまたほぼフリーでEUに流通してしまうと
108,もともとEUが抱えてた、EU内の仕事を守るっていう当初の目的が果たされない。
109,うんうん、なるほど。
110,っていうのがあって、
111,たぶんこういう夢のような状況はできないだろうっていうので、離脱派はその事実にあまり気づいてなくて
112,あー。
113,で、だんだん今ブレグジットしてますけど、去年…
114,今年の…先月のですか、にほぼ完了したみたいなんですけど、EU離脱が。
115,で、そうしてしまった時の問題が今明るみに出てきて
116,ちょっと、もともと経済的なメリットがあるはずだったのに離脱してむしろ関税も色んな所からかかるし、
117,マイナスポイントだらけじゃない？っていうので、
118,だんだん不満が高まってきているようです。
119,で、あとは…僕が去年の四月に調べた事なんですけど、
120,インテンシブイングリッシュっていうので、ブレグジットについて考えてこい、っていう宿題があって。
121,へぇー。
122,それを調べていた時の、ちょっと資料を見せたいんですけど…
123,これですね。えっと、そもそもですね…これ見えますか？
124,うん。
125,そもそも…もうちょっと明るい方がいいですね。
126,あ、見えるよ。
127,見えますか？
128,うんうん。
129,2016年の6月23日に投票が実際にあったんですよ、国民投票が。
130,うん。
131,それで、えっとこれが離脱派です。離脱派が51.89%で、
132,残留派が48.11%っていうギリギリの差で離脱派が勝ってて
133,ここからブレグジットっていうワードがどんどん広まっていったらしいんですけど、
134,うん。
135,でもですよ、実際投票したのが6月23日ですよね。
136,その3日後ですね。3日後のアンケート調査によるとですね、だいたい母数が…結構多いんですよね、忘れましたけど。
137,そのアンケート調査によると、ギリギリ残留派が勝ってたんですよ。
138,うんうん。
139,だから…細かい話を言うと、6月23日はめちゃくちゃ大荒れの天気だったんですよ。
140,で、それまでの世論調査では、割と残留派が優勢だってことがネットとかでも伝えられてて
141,その悪天候の中で、行くほどそんな深刻な状況じゃないよ、っていう風に残留派は思ってたらしくて
142,そう思ってた人たちは投票に行かなかったんですよ。
143,でも離脱したい方は、もう世論調査で結構不利だってことが分かってるんで
144,ある程度悪天候でも投票に行ったんじゃないかっていう説が流れているほどで。
145,さらに投票後のアンケート調査で、離脱派に投票した人で7%がもう後悔しているっていう風に述べてるんですよ。
146,で、なぜかって言うと、もちろん離脱決定っていう…いや離脱派が国民投票では有利でしたよっていう報道が流れて
147,その後、株がすごい落ちた。
148,うん。
149,それによって、やっぱり賛成派にしとけばよかった…違うわ、残留派にしとけばよかったっていうのが7%あったと。
150,もう一つの要因としては、残留派…じゃなかった間違えた。離脱派の方のリーダーが、間違えたPRをしていた。
151,事実に基づかないような、「離脱したらこういう良いことがありますよ」っていう根拠ないことを
152,言ってたっていう事実が発覚して、7%の人が後悔したっていうことがあると。
153,で、今年…2019年のアンケート調査では残留派が48%で、離脱派が38%なんですよ。
154,全然違うアンケート結果が出ているっていう風なこと言ったんで
155,これとかを踏まえてたぶん今メイ首相が考えているのが、
156,メイ首相は今妥協案を考えてるらしいです。離脱派の良いところと残留派の良いところを
157,よりどりみどりにしたようなものを考えているらしい。
158,それってイギリスの、なんだろう、イギリスがいいとこだけあれしてEUにとっては…
159,あー。
160,っていう感じになっちゃうんじゃないかな。
161,いや…。
162,離脱はもうしてしまう？
163,してしまいますね。
164,あ、じゃあまあいいんか。
165,うーん。
166,いやなんか、居ながらにして
167,自分らだけは違うみたいなことしたらそれはひどいなと思ったけど。
168,これどっち目線で考えるか決めた方がいいんじゃないかな。どっち目線というか…
169,なんかでも最終的に賛成派と反対派の意見を羅列するだけですよね…？
170,イギリスはどうすべきかを考える？
171,あ、そっか。イギリスどうすべきかっていう。
172,となると必然的にイギリス目線。「どうすべき」っていう「すべき」を他が決めるのであれば
173,またあれですけど、そうなると。
174,うーん。
175,まあでも「すべき」ってなった時にはイギリス目線で考えるのがいいんですかね。わかんないんですけど。
176,他国目線的にいったらまたそれはEU内とあと世界規模ってなって話し合い難しいですよね。
177,難しいな。
178,さっき言ってた、何やったっけ、
179,折衷案だっけ？
180,ああ、はい。
181,具体的にどんな…
182,具体的なのは出てなかったです。
183,あ、出てないの？
184,調べてなかったです。
185,考えようとしてるっていうことか。
186,ああ。
187,それがちょっと古い報道だったかもしれないです。でも結果的にもう離脱決定しちゃったっていうのがあるんで。
188,さっき調べたメイ首相は、なるべく国民投票は国民の民意なので、できる限りそれに従うっていう。
189,ために頑張るみたいな、それが役目だって言って、たぶん離脱した…
190,そう、そんな感じの報道ですね。
191,けど蓋を開けてみたら残留派の方が‥
192,実は
193,多かった。
194,多かったっていうので、結構、めっちゃ拮抗してるのに
195,今は…結構思い切った離脱っていうのを擁護してる感じではある。
196,そうよね。
197,現在の民意を取るとしたら、
198,残留…の方が下手したら多い。
199,かな、とは思ったんですけど
200,なんか…世論は置いとくんですけど、1月29日、先月の。離脱協定案の賛成反対…
201,国会で賛否を問うた時に621対49で離脱協定案に賛成らしいです。
202,ええ？
203,ええ？どっち？
204,めちゃくちゃ…国会の中ではもう…
205,離脱したい、と。
206,もう離脱するしかないでしょうっていうのが。
207,まあね、国会…国会議員が投票したってことよね、その投票は。
208,そうですね。もう「離脱協定案これでいいですか？」っていう。
209,あー、そうかそうかそうか。
210,…と問うてるから…離脱はもう決定してる段階で
211,ああ、まあそうだね。
212,「どうですか？」って聞いてるからかもしれないです。
213,なるほどそうか。
214,なんかよくわかんないですね、これ。
215,うーん。
216,どうすべきかですよね。もう離脱決定しちゃったから…。
217,そうやね、離脱決定した…
218,予想される状況としては…。
219,でも今回はその離脱決定は考えなくていいんじゃない。ただ離脱か残留すべきかだから…
220,そうなん？ああ、そっか。
221,今後どうすべきかって言われると…
222,今後なのか？どうすべきだったら、どうすべきかを考えなきゃいけないのか？
223,両方です。
224,両方考える…。
225,両方か。「どうすべきだったか」と「どうすべきか」か。そうか。
226,今後どうすべきか。
227,なるほど。じゃあ両方か。
228,そうですね。
229,うーん。
230,どうすべきだったかに関しては…もうちょっと、その、例えば僕が言った
231,経済的な…離脱派が思っていた経済的利点が実はそうじゃなかったよ、っていうのをもうちょっと分析しなきゃいけなかったっていう。
232,そうやね。なんかもうちょっと考えるべきことがあった気がするよね。
233,え、離脱の話自体はいつ頃からされてたんでしたっけ？
234,2016…それこそ国民投票が2016年6月っていう結構…
235,きっとそれより前から色々…
236,そうですよね。
237,いや、随分考えてそんなシンプルなことが思いつかないのかなっていうのが…
238,たぶん国民の意見があれだったら離脱したいって言うけど
239,うーん。
240,で、「あ、そうかー」みたいな感じで捉えて、「じゃあ離脱しちゃう？」みたいな感じでいったんじゃなかったっけな。
241,そうなんだ。
242,うん。それで国民は専門家じゃないから、
243,結構短絡的な視点で物事を捉えるからそういう意見が出ると思うけど、それを踏まえて受け取るべきだったかなと
244,国の…国会議員側は。
245,うーん。
246,うーん。
247,でもその国民の意見…一番、ほんとにその、経済とか政治とかのプロではない国民が
248,じゃあ最も何を重視するかって考えると、やっぱりたぶんインフラとかの…まあインフラっていうか、もっと言えば
249,えーと、そう病院とかそういうことなんじゃないかな。
250,そうかあ。
251,それに実際あとは通勤とか
252,なるほど。
253,そういうのにかなり影響が出た、これはまず事実らしいんですよね。だからその、病院が開かなくなるとか
254,電車がなんかやたら満員になって、とか。そういうのが多くなったっていうのは事実で、となると彼ら
255,国民がその経済的な部分まで考えてそれを結論で出すのか、
256,やっぱりその実生活で意見を出してっていう…どちらがいいのかなっていうのは今のところ分からないんですけど。
257,ただあれよね、離脱っていう選択肢以外にもあったかなっていう感じなんですよね。
258,うんうん。
259,例えばさっき言った病院が混むとかだったら
260,病院増やせばいいだけであるし、そしたら働き手も増えるから
261,うんうん。
262,まあ国全体も潤うと思うし、電車もまあ本数増やせば…
263,そうかあ。
264,うん。離脱だけが解決策ではなかったかなって思うけどね。
265,そういう案を、
266,もうちょっと…案を提案するというような、もうちょっとそういう部分を考えていっても良かったかなって。
267,考えていってもよかったって感じかな。
268,そもそも何で離脱したいんですかね。
269,まあなんか、俺の調べた限りだとイギリスらしさが…取り戻したかったみたいな感じで書いてあったので、
270,やっぱそれはあるみたいですね。なんかイギリス…移民、イギリスらしさ、貿易…的な
271,あとは、シンプルにEUに出資が多いのにリターンはない、みたいな。
272,あー、そうそう。
273,それなんすよね。やっぱりちょっと国がまとまる…その、大きくなればなるほどまとめるのは難しいと思うんですよね、
274,やっぱり。
275,うん。
276,まあまあ、EUに加盟しちゃったんでそれはしょうがないですけど。
277,イギリスらしさと貿易と…。あ、時間書くの忘れてた。
278,あ、全然…まずメモってすらなかった。
279,そうやね、ちょっと白熱しちゃったんでね。
280,やっぱりイギリスらしさと、他の加盟国の埋め合わせがダルかったっていうところ…
281,うん。
282,なんかギリシャの高速を、ほとんどイギリスの出したお金で…イギリス・ドイツのお金使って作られたけど
283,別にギリシャに高速ができてもイギリスやドイツは何も嬉しくないっていう
284,うんうん。
285,ようなことが色々あったんでしょうね。
286,それやったらまあ、別にイギリスはGDP的にも割と大きな国なので
287,うん。
288,別に独立しても全然やっていけるし、みたいな感じで…
289,うんうんうん。
290,独立してやっていけない国だけが集まったらやっていけるようになるものなんですかね？
291,いやあ…
292,たぶんならないと思うので
293,そうなるとやっぱりイギリスいない…まあでもそれはEU目線になってしまうので
294,「イギリスはどうすべきか」というのになかなか…回答にはならないのか。
295,うーん。そうやね、難しいね。
296,むずいなむずいな。
297,素直に考えたら確かに、離脱した方が…ん？違う、えっと…何か物事を起こす時には
298,消極的な理由と積極的な理由があるじゃないですか。
299,うんうん。
300,で、なんかその時に反対派は結構、「これが起こる、嫌だから離脱しない」みたいな
301,割と消極的な理由はわかってるんですけど、
302,うん。
303,賛成派は割と…なんか積極的な理由はまぁ一見すると多いみたいな
304,多そうに見えましたけど、なんかその、イギリスらしさを確実にやっぱり離脱することで
305,取り戻しやすくはなるでしょうし
306,うんうん。
307,貿易も…結局あんまり得にはならなかったみたいな話もあったとはいえ
308,自分の手で決められるっていう、EUで決めないといけないみたいな、イギリスに輸入しようがどこに輸入しようが
309,まず一旦EUでこう…決めないといけないみたいな、そういうのがあるっていう状況だと
310,やっぱりその、イギリス独自にやってしまうっていうのはそれは全然、だから
311,積極的な理由だと思います。まあ経済はちょっと消極的な部分もあるかもしれないですけどね。
312,ギリシャとかに何か作られても、あんまり意味ないよねっていう理由から自分たちでいいじゃんっていう…
313,まあそれは若干あれかもしれないんですが、割となんか積極的な理由が離脱（賛成派）には多いのかなぁみたいな
314,そういうイメージは感じましたけどね。
315,残留派のメリットとしては…何ですかね、今まで通り。
316,先ほども仰った、関税がないっていうビジネスがやりやすいということと、
317,移民による働き手…
318,ああ、そうですね。
319,まあほんと関税は、協定結んじゃえばいいじゃん、みたいな話が出てたりはしたんで、そうですね…
320,ビジネスがやりやすいのは確かに間違いなさそうですが。
321,うん。
322,全く話変わりますけど、イギリスがEU離脱ではなくてギリシャがEU離脱の方が…
323,たしかに。
324,あれなんですよね、
325,なんか弱い者いじめみたいな…
326,EUって例えるなら大きい会社だと思うんですよね。
327,うん。
328,ああ…
329,その中に部門ごとの…イギリス部門、フランス部門とかってあって
330,まあその‥利益が取れないところを会社はどんどんとなくしていくじゃないですか、だいたい。
331,なるほど。
332,なるほど。
333,って考えたら、本当はギリシャだったっていう
334,自分の中では思ってますけどね。イギリスではなく。まあイギリスがもう決めちゃったんで
335,どうすべきだったかな、どうすべきだった…あ、そうか、どうすべきだったかって考えると
336,あれか、僕的にはイギリスは残ってギリシャが離脱すべきだったっていうのが…
337,イギリスにそれはたぶんできないんですよね、きっと。
338,っていうのは？
339,イギリスはどうすべきだったかっていうのに対して…
340,あ、そっかそっか。「イギリスが」か。
341,たぶん一か国追い出すってなったら…
342,Lineを退会させる感じですかね。
343,あ、そうだね。それができたら別にいいんですけど。一か国でも嫌だったらできちゃう、みたいな。
344,それは確かに…
345,それはかなり…なかなかにバチバチの…
346,そうやね。確かにそうやな。
347,「どうすべきだったか」ね～
348,EUがどうすべきだったかはまた色々議論が…
349,そうやね。EUがどうすべきだったかっていう意見か、さっきのは。
350,っていうのがなかなか難しい…
351,そうなると、僕的にはなんか国民に従うってのがイギリスの一番すべきことだったのかなと思っちゃったりはしたんですよね。
352,国民投票としてでちゃったから、それを国民の意見に従うっていう風にとったのはわかるっちゃわかりますけど。
353,なんかそれが…起きてしまった後で色々言うのは簡単ですが
354,当時としてはたぶん国民の意見に素直に従って粛々とやることを政府はやる、みたいな。
355,それが一番まあ…説明不足でそれをやってたと言うのであれば
356,そうなんですよね。説明不足なのがちょっと…
357,説明不足が間違いなくありそうってことですよね、きっと。
358,予測不足っていうか…経済面の。
359,予測が甘すぎる。
360,結局、関税をイギリスが自由に設定できるんじゃない？っていう
361,利点があったと思われてたのに実はいろいろ自由貿易とかやってEUとかの立場も考えると、結局関税は
362,かなり高いものになってしまうっていう。離脱すると。
363,だから、自分で何とかできるって利点もあるけど
364,経済的にはかなり関税はかけられるようになるよっていう風に説明するべきだったのかな、っていう。
365,だから、それこそ地元の電車とかの運賃も少しは上がるかもよっていう風な、そういう風な予測データがあれば…
366,うん。そうやね、たしかに。
367,いや、これ賛成というか、どうすべきだったかって考えたらたぶんそうだったかなと思うけど
368,そうですね。割とどうすべきだったかはこれが…まず国民の意見に従うというのを前提にしたうえで
369,もう少し説明や、考えを巡らすべきだった。
370,うーん。
371,じゃあ「どうすべきだったか」はそういう意見でいくか。
372,はい。
373,ですね。
374,どうしていくべきか。
375,もう離脱は決定したものとして。
376,うん。
377,どう…どうすべきですかね。
378,起こりうる問題が起きないようにしていく？わかんないですけど。
379,例えばその、関税であれば協定を結んでいこう、あ、違う違う。ん？関税はかかっちゃうんですよね。
380,かかっちゃうね。
381,そうなんですよ。
382,じゃあ協定を頑張って結ぶとか。
383,うーん。
384,そりゃメリットを追うよりかはデメリットを少なくしていく方が個人的にはだけど、いいかなと。
385,リスクを少なく。
386,残留派の…北アイルランド問題も
387,ああ。
388,ああ。
389,再燃、再発する…かも。離脱しちゃうと。
390,あ、ごめん、今どういう意見が出てるんやったっけ？北アイルランド問題で離脱した時の…
391,離脱したら国境がもう引かれるじゃないですか。
392,うん、引かれるね。
393,アイルランドはEUに入ってて、イギリスは離脱しちゃったから線引きしなきゃいけないっていう。
394,その、やっぱり…ここからの論理が確かにちゃんと書いてなかったんで、あれなんですけど
395,なぜ国境が引かれると仲が悪くなるかは。
396,うん。
397,確かになんか僕の感覚としてはシンプルに北朝鮮と韓国の感覚なんかなって思って
398,そこで納得させましたけど。
399,ちょっと島国に住んでるからわからんよね、そこら辺の感覚が。
400,西日本と北日本で分割されたら嫌になるのかな。
401,なるほど。
402,今のところ全然仲良いのでそれはたぶん大丈夫だと思うんですけど。
403,それは問題ない。
404,元から仲悪いってなると…
405,段々仲悪くなって、本当に目に見える形でバッと切られるともう…
406,あー。
407,国境が引かれるから仲が悪くなるというよりは、仲が悪いから国境を引くの？あれ？
408,で、さらにたぶん悪のスパイラル…
409,あー、なるほど。
410,それが火種となってより関係が悪くなるみたいな感じか。
411,全然人の交流もなくなる。
412,それまでパスポートいらなかったのに、必要になってくると人通りが…その機会が少なくなるんじゃないですかね。
413,いやー、でもそれはもう時間をかけて直していくしかないんじゃないかな。
414,まあ今の日本と韓国みたいな感じなんじゃないかね。
415,時間をかけて…ほんとに旅行先とかになるぐらい…の方がいいんじゃないかな。
416,それはしょうがなくない？
417,いやなんか、北アイルランド問題が再発するのが果たして悪いことなのかも自分的にはよく分からなくて
418,俺もそっち派だな。
419,なんか、自然になるんだったら成り行きに任せるのも一つの手なのか？みたいな。
420,ぶっちゃけ…アイルランドそんな、言っちゃ悪いけど規模は大きくないでしょ？
421,って思ってたんですけど、メイ首相がブレグジットよりも優先するほどっていうことは
422,そんな大事なんだって。
423,いやー、あれだよね、
424,全てを助けようとするとどっちつかずになると思うんだけどね。
425,あとあれじゃないですか、残留派で株価が下がるっていう…離脱すると
426,株価が下がるっていう問題もあるっちゃあるんですけど。
427,うーん。
428,株価って下げないようにはできないんだよね、たぶん。なかなか。
429,なんかもう離脱しちゃったら
430,もうEUっていう肩書きはなくなって、だいぶ信用が落ちる…
431,信用…落ちるのかな。
432,いやなんかイギリスはむしろ…でも落ちてるのか。いや、信頼がありそうだから別に落ちないかと思ったら落ちてる。
433,EUの後ろ盾を失ったからちょっと…
434,ああ。
435,他にも要因あると思いますけど。
436,ポンド安だから…
437,まあ最悪日本と同じで、国の中央銀行がイギリスの下がった分を買っていくと
438,ポンド安は防げる…うん。まあ、すごい…延命処置みたいな感じだけどね。
439,ポンド安だったら輸出を何とかすれば…あ、いや輸出できるものがそんなにないのか、イギリスに。
440,うん。まあぶっちゃけポンド安で…諸刃の剣な気がするけどね。
441,安い時に買うのがキツイんでしたっけ。
442,そうそうそう。
443,ああ、じゃあ売るのは楽か。
444,そう、売るのは楽です。その…輸出がすごい楽なんですよね。
445,ちょっとあれかな、問題考えるか。離脱した時の問題。
446,アイル(ランド)問題
447,うん。
448,で、ポンド安？貿易？
449,貿易。
450,と？
451,金融の中心にならなくなるっていうのはありましてですね。
452,どういうこと？
453,なんかえっと…そもそも信用がないところに金融の中心…にはできないらしいんですよね。
454,で、元々イギリスには信用があったので、割と世界規模の金融の中心街があったらしいんですが
455,そこはもう中心にならなくなっていって、金融…僕本当に全然経済とか金融とかさっぱりわからないんですけど、
456,まぁ確かに中心だったのがなくなるのは嫌だろうなっていう。
457,まあ…そうか。
458,うん。
459,国の…国民的には。
460,金融ってこと自体あんまり、僕自身そんな…。金融が盛んだと果たしていいのかって
461,まあ、あんまりわかんないんですけど。
462,やっぱりポンド安と関わってるんじゃないかな。
463,関わってる…ああ。
464,となると、じゃあポンド安にならないようにすればいいってことですかね。
465,まあまあまあまあ、そうやね。
466,でもポンド安になるかならないかっていうのは結局、別にイギリスだけで決められるものなんですかね？
467,イギリスの努力でなんとかなる？
468,努力でなんとかなる…
469,努力でなんとか…
470,はなる？
471,なんか輸出を頑張れば…
472,うん…
473,っていうことはじゃあ、輸出できるような産業を作ればいいってことですか？
474,うん、だからまあ…
475,そう…でもあれじゃないですか、
476,今それこそイギリスに行けばポンドが安いから
477,あー。
478,っていうので観光客を呼び込めるっちゃ呼び込める。
479,あー、なるほどね。うん。
480,確かにね。全部が悪くなるわけではないので
481,あ、そっかそっかそっか。
482,確かにまあその、車とかそこら辺は悪くなるけど観光業は確かに栄えそうやね。
483,確かにプラスの面もあるね。
484,ポンド安が…まあ確かに円安がそんなに悪いのかって言われたら、悪くない以上にプラスに…
485,良くもあれば悪くもあるよね、うん。
486,そうそう。
487,結局どっちもどっちってことか。
488,うん。
489,まあ観光業とかでそこら辺は…ポンド安…観光業とかでポンド安は段々…是正してもらって。
490,だいたい通貨の安い高いとかって、だいたい時間によりけりじゃないですか
491,まあ。
492,うん。
493,そんなに問題はないかもしれない。
494,うん。なんかそんな気がしてきたね、ポンド安。
495,じゃあポンド安は観光業で凌ぎ、まああとは…
496,うん。
497,あとは時間の流れに任せる…うん。
498,なんか、いいかもしれないですね。
499,じゃあ、直近というか一番解決すべきは北アイル(ランド)問題ってことになる？
500,でもそこもなんかボヤっとしてますよね。
501,そこもなんか「別にいいんじゃない？」みたいな形になってるから…
502,まあイギリス民としてはもしかしたら真剣な話なのかもしれないけど、
503,全然我々としては仲が悪いんだったら国境引くなりなんなりしちゃってもまあ…って思っちゃいますよね。
504,うん。
505,他に…他何だったっけ。
506,関税のやつですか。
507,関税で…あれか、
508,輸入がきつくなる、輸出がきつくなる。
509,そうやね。輸入がきつくなるとあれか、モノの値段が高くなるから自国で暮らしてる人はちょっと生活厳しくなるかもってことか。
510,そういうケースってあるかな…。
511,じゃあEUが手始めにやるとして、果たしてEUって勝手に出ていった人にまた自由貿易協定を結んだりするものなんですかね。
512,うーん。
513,謎だなぁ。
514,それだったらアメリカとか、EUは一旦置いといて、別の国にシフトしていく。貿易も。
515,そうやね。いや、そうすべきやと思う。
516,なるほど。
517,から、ちょっとEU側には一気に関税かけます、ではなくて
518,20年ぐらいのペースで緩やかに関税をかけてもらう。
519,うんうんうん。
520,で、その間にイギリスは
521,他の…
522,他の国との貿易協定結んだりして、そのビジネス基盤を立てておく。
523,いいと思います。
524,というのがいいんじゃないかね、うん。
525,なるほど。
526,徐々に。
527,徐々に、うん。
528,徐々にが一番いいです。
529,徐々に関税をEUには…？
530,かけてもらいつつ、
531,かけてもらう。
532,イギリスはその間にも、貿易協定を何とか締結させる。
533,まあ関税かかっても、そうは言っても距離的な問題で関税かかっても一番安いみたいな感じのことがありえそうだけどね。
534,えーと、関税がかかっても…
535,その…いや、
536,例えばアメリカから…アメリカとイギリスが貿易しますってなっても
537,まあその、移動する燃料費というか…もかかるから
538,ぶっちゃけEUで関税がかかったとしても関税の方が安いんじゃないかなって思うけど。
539,いったい関税ってどのくらいかかるかよくわかってない…
540,そう、僕もわかんない。関税ってどのくらいなんだろう。
541,50%近くかけられたら、それはちょっとやめとこう、ってなるけど。
542,うーん。
543,これぐらいなのかな。
544,ぐらいですかね。
545,だいたいまあ40分以上は経っています。
